,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
2180,The Master of Ballantrae,Robert Louis Stevenson,1850,1894,135,"['Absence and presumption of death -- Fiction', 'Brothers -- Fiction', 'Historical fiction', 'Inheritance and succession -- Fiction', 'Psychological fiction', 'Revenge -- Fiction', 'Scotland -- History -- 18th century -- Fiction']",116,12,349,827,"['Revenge', 'History', 'Historical fiction', 'Fiction', 'Inheritance and succession', 'Brothers', 'Scotland', '18th century', 'Psychological fiction', 'Absence and presumption of death']",34,17,0.10344827586206896,0.15800543579716778,0.09954967097260531,Henry,Mackellar
2181,The Merry Men,Robert Louis Stevenson,1850,1894,169,"['Boys -- Fiction', 'Great Britain -- History -- 19th century -- Fiction', 'Paranormal fiction', 'Treasure troves -- Fiction']",94,14,206,594,"['History', '19th century', 'Boys', 'Great Britain', 'Paranormal fiction', 'Treasure troves', 'Fiction']",34,17,0.14893617021276595,0.0835283758368948,0.06237757151328305,Olalla,Jean - Marie
2182,The Sea Fogs,Robert Louis Stevenson,1850,1894,18,['Fog -- California'],16,6,44,119,"['California', 'Fog']",-1,35,0.375,0.15279762089250704,0.1272577538376406,Silverado,Stevenson
2183,The Silverado Squatters,Robert Louis Stevenson,1850,1894,56,"['California -- Description and travel', 'Calistoga (Calif.) -- Description and travel', 'Napa Valley (Calif.) -- Description and travel', 'Stevenson, Robert Louis, 1850-1894 -- Travel -- California']",79,18,192,794,"['California', 'Napa Valley (Calif.)', 'Calistoga (Calif.)', 'Travel', 'Stevenson, Robert Louis, 1850-1894', 'Description and travel']",-1,21,0.22784810126582278,0.12470225084173563,0.0552798895963133,Rufe,Kelmar
2184,The Strange Case Of Dr. Jekyll And Mr. Hyde,Robert Louis Stevenson,1850,1894,24502,"['Horror tales', 'London (England) -- Fiction', 'Multiple personality -- Fiction', 'Physicians -- Fiction', 'Psychological fiction', 'Science fiction', 'Self-experimentation in medicine -- Fiction']",19,3,76,107,"['London (England)', 'Physicians', 'Psychological fiction', 'Science fiction', 'Self-experimentation in medicine', 'Horror tales', 'Fiction', 'Multiple personality']",34,21,0.15789473684210525,0.21793822625949666,0.2128965063020422,Utterson,Jekyll
2185,The Waif Woman,Robert Louis Stevenson,1850,1894,134,"['Horror tales', 'Iceland -- Fiction', 'Short stories']",11,3,42,84,"['Fiction', 'Short stories', 'Horror tales', 'Iceland']",27,26,0.2727272727272727,0.27540899382366896,0.12903091560201227,Thorgunna,Finnward
2186,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 1",Robert Louis Stevenson,1850,1894,73,['Mathematics'],441,83,891,1655,['Mathematics'],63,17,0.18820861678004536,0.08258245673737791,0.023547201565129215,Stevenson,Scott
2187,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 10",Robert Louis Stevenson,1850,1894,73,['Mathematics'],175,12,526,1229,['Mathematics'],63,21,0.06857142857142857,0.17558914067765571,0.08771328361785834,Alan,John
2188,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 11",Robert Louis Stevenson,1850,1894,73,['Mathematics'],198,15,754,1337,['Mathematics'],63,17,0.07575757575757576,0.10372210675208399,0.052299020307892234,Alan,James
2189,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 12",Robert Louis Stevenson,1850,1894,73,['Mathematics'],122,16,380,1034,['Mathematics'],63,17,0.13114754098360656,0.1330758362068975,0.0939697788485339,Henry,Mackellar
2190,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 13",Robert Louis Stevenson,1850,1894,73,['Mathematics'],288,27,786,1588,['Mathematics'],63,17,0.09375,0.05238225216713795,0.04573590234601795,Carthew,Jim
2191,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 14",Robert Louis Stevenson,1850,1894,73,['Mathematics'],217,58,381,1003,['Mathematics'],63,17,0.2672811059907834,0.020948591609845916,0.019239761173120016,Rua,Rahéro
2192,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 15",Robert Louis Stevenson,1850,1894,73,['Mathematics'],214,13,633,1226,['Mathematics'],63,17,0.06074766355140187,0.12136388575443027,0.05845110991803347,BRODIE,George
2193,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 16",Robert Louis Stevenson,1850,1894,73,['Mathematics'],480,113,1076,1997,['Mathematics'],63,17,0.23541666666666666,0.044772815034106156,0.022533671236867708,Stevenson,Smeaton
2194,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 17",Robert Louis Stevenson,1850,1894,73,['Mathematics'],223,25,629,1364,['Mathematics'],63,17,0.11210762331838565,0.052513687811360336,0.044056400644850155,Mataafa,Becker
2195,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 18",Robert Louis Stevenson,1850,1894,73,['Mathematics'],376,77,824,1681,['Mathematics'],63,17,0.2047872340425532,0.02158386104195798,0.018851800930889326,Tembinok,Stevenson
2196,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 19",Robert Louis Stevenson,1850,1894,73,['Mathematics'],244,15,621,1254,['Mathematics'],63,17,0.06147540983606557,0.09689340885222306,0.06775745729080249,Archie,Herrick
2197,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 2",Robert Louis Stevenson,1850,1894,73,['Mathematics'],337,89,628,1499,['Mathematics'],63,17,0.26409495548961426,0.025846310280793303,0.01734500690141379,Rufe,Shakespeare
2198,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 20",Robert Louis Stevenson,1850,1894,73,['Mathematics'],239,20,624,1236,['Mathematics'],63,17,0.08368200836820083,0.07346054664626005,0.05160568817593391,Rowley,Anne
2199,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 21",Robert Louis Stevenson,1850,1894,73,['Mathematics'],145,27,330,729,['Mathematics'],63,17,0.18620689655172415,0.05370860927112956,0.032637410912802395,Dick,Archer
2200,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 22",Robert Louis Stevenson,1850,1894,73,['Mathematics'],333,86,625,1519,['Mathematics'],63,17,0.25825825825825827,0.025541505954115477,0.013222257272339059,Stevenson,Napoleon
2201,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 23",Robert Louis Stevenson,1850,1894,73,['Mathematics'],685,107,1924,2611,['Mathematics'],63,21,0.1562043795620438,0.04115313646474048,0.03757919888325176,Stevenson,COLVIN
2202,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 24",Robert Louis Stevenson,1850,1894,73,['Mathematics'],654,78,1861,2735,['Mathematics'],63,21,0.11926605504587157,0.03970481252887946,0.03371036007364118,Stevenson,Sidney Colvin
2203,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 25",Robert Louis Stevenson,1850,1894,73,['Mathematics'],1188,153,3769,4578,['Mathematics'],63,21,0.12878787878787878,0.040593839251566954,0.03465530691147426,Stevenson,xxiii
2204,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 3",Robert Louis Stevenson,1850,1894,73,['Mathematics'],401,53,976,1434,['Mathematics'],63,17,0.13216957605985039,0.05705351981379872,0.0486339887951353,Charles,Knox
2205,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 4",Robert Louis Stevenson,1850,1894,73,['Mathematics'],125,14,267,923,['Mathematics'],63,17,0.112,0.06747163854152247,0.06080114668876571,Léon,Vandeleur
2206,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 5",Robert Louis Stevenson,1850,1894,73,['Mathematics'],126,18,298,830,['Mathematics'],63,17,0.14285714285714285,0.0478948566844352,0.04656060854759812,Harry,Utterson
2207,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 6",Robert Louis Stevenson,1850,1894,73,['Mathematics'],111,14,338,949,['Mathematics'],63,17,0.12612612612612611,0.08018357222191051,0.06708029743618339,Jim,Silver
2208,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 7",Robert Louis Stevenson,1850,1894,73,['Mathematics'],227,11,650,1186,['Mathematics'],63,17,0.048458149779735685,0.08835167015147775,0.08704543387303,Morris,Michael
2209,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 8",Robert Louis Stevenson,1850,1894,73,['Mathematics'],120,8,506,889,['Mathematics'],63,21,0.06666666666666667,0.2160493075252236,0.09658685212758751,Dick,Daniel
2210,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 9",Robert Louis Stevenson,1850,1894,73,['Mathematics'],542,96,1317,2434,['Mathematics'],63,17,0.17712177121771217,0.07328945297353406,0.0221532361975969,Fleeming,John
2211,Travels with a Donkey in the Cevennes,Robert Louis Stevenson,1850,1894,333,"['Authors, Scottish -- 19th century -- Biography', 'C\\xc3\\xa9vennes Mountains (France) -- Description and travel', 'Stevenson, Robert Louis, 1850-1894 -- Travel -- France -- C\\xc3\\xa9vennes Mountains']",98,25,202,583,"['19th century', 'Travel', 'Stevenson, Robert Louis, 1850-1894', 'C\\xc3\\xa9vennes Mountains', 'Authors, Scottish', 'C\\xc3\\xa9vennes Mountains (France)', 'Description and travel', 'France', 'Biography']",-1,21,0.25510204081632654,0.09568816481496228,0.028176925239318123,Modestine,Poul
2212,Treasure Island,Robert Louis Stevenson,1850,1894,13771,"['Pirates -- Fiction', 'Sea stories', 'Treasure Island (Imaginary place) -- Fiction', 'Treasure troves -- Fiction']",79,10,321,749,"['Treasure Island (Imaginary place)', 'Treasure troves', 'Pirates', 'Sea stories', 'Fiction']",34,21,0.12658227848101267,0.10427402152820618,0.06996694098819971,Jim,Livesey
2213,Underwoods,Robert Louis Stevenson,1850,1894,38,['Poetry'],107,34,164,508,['Poetry'],38,17,0.3177570093457944,0.0273189127905409,0.024930979898083263,Ye,Niven
2214,Vailima Letters,Robert Louis Stevenson,1850,1894,69,"['Authors, Scottish -- 19th century -- Correspondence', 'Colvin, Sidney, 1845-1927 -- Correspondence', 'Stevenson, Robert Louis, 1850-1894 -- Correspondence', 'Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands']",329,58,944,1591,"['Stevenson, Robert Louis, 1850-1894', 'Colvin, Sidney, 1845-1927', 'Authors, Scottish', '19th century', 'Correspondence', 'Travel', 'Samoan Islands']",-1,17,0.1762917933130699,0.05377306359025156,0.03185159876978919,Belle,Henry
2215,Virginibus Puerisque,Robert Louis Stevenson,1850,1894,88,['Essays'],169,47,318,831,['Essays'],35,17,0.2781065088757396,0.033127996511596376,0.024542486035955415,Shakespeare,Raeburn
2216,Weir of Hermiston,Robert Louis Stevenson,1850,1894,66,"['Country life -- Fiction', 'Domestic fiction', 'Fathers and sons -- Fiction', 'Judges -- Fiction', 'Scotland -- Fiction', 'Young men -- Fiction']",231,49,573,1058,"['Young men', 'Domestic fiction', 'Country life', 'Fathers and sons', 'Judges', 'Scotland', 'Fiction']",34,21,0.21212121212121213,0.09473368510198925,0.042939551286606044,Archie,Frank
2217,Colloquies on Society,Robert Southey,1774,1843,46,"['More, Thomas, Saint, 1478-1535', 'Social problems']",128,15,294,919,"['Social problems', 'More, Thomas, Saint, 1478-1535']",46,21,0.1171875,0.1731998811329429,0.1603177844188107,Montesinos,Thomas More
2218,"Poems, 1799",Robert Southey,1774,1843,42,['Poetry'],100,28,154,540,['Poetry'],38,17,0.28,0.04431279345738276,0.02806334431810216,Charles,NATHANIEL
2219,Poems,Robert Southey,1774,1843,34,"['Didactic poetry', 'Love poetry']",92,19,142,479,"['Didactic poetry', 'Love poetry']",38,17,0.20652173913043478,0.05174497610682829,0.04917695235656323,Darius,Mary
2220,The Life of Horatio Lord Nelson,Robert Southey,1774,1843,96,"['Admirals -- Great Britain -- Biography', 'Nelson, Horatio Nelson, Viscount, 1758-1805']",301,26,836,1440,"['Great Britain', 'Nelson, Horatio Nelson, Viscount, 1758-1805', 'Biography', 'Admirals']",-1,21,0.08637873754152824,0.25307051580749096,0.028055227467790805,Nelson,Lady Hamilton
2221,A Diversity of Creatures,Rudyard Kipling,1865,1936,220,"['English poetry', 'Short stories, English']",328,45,707,1459,"['English poetry', 'Short stories, English']",50,17,0.13719512195121952,0.02787062361703146,0.026308059980164448,Mary,Winton
2222,A Song of the English,Rudyard Kipling,1865,1936,39,['Poetry'],8,2,4,15,['Poetry'],38,35,0.25,0.34482758620689663,0.34482758620689663,Leith,Hull
2223,Actions and Reactions,Rudyard Kipling,1865,1936,99,"['English poetry', 'Short stories, English']",264,40,567,1122,"['English poetry', 'Short stories, English']",50,17,0.15151515151515152,0.04232299912314958,0.04069348960423493,George,Sophie
2224,American Notes,Rudyard Kipling,1865,1936,45,"['United States -- Description and travel', 'United States -- Social life and customs -- 1865-1918']",69,20,80,295,"['United States', 'Social life and customs', '1865-1918', 'Description and travel']",39,17,0.2898550724637681,0.05207733215621015,0.032907766842377874,Kipling,Samuelson
2225,An Almanac of Twelve Sports,Rudyard Kipling,1865,1936,34,"['Sports -- Poetry', 'Sports in art']",5,3,8,13,"['Poetry', 'Sports', 'Sports in art']",-1,21,0.6,0.24096385542168672,0.24096385542168672,Surtees,Jorrocks
2226,Barrack-Room Ballads,Rudyard Kipling,1865,1936,281,['Soldiers -- Poetry'],70,20,126,513,"['Poetry', 'Soldiers']",-1,17,0.2857142857142857,0.05446421022357942,0.04584858290519068,Gawd,Ho
2227,Captains Courageous,Rudyard Kipling,1865,1936,244,"['Bildungsromans', 'Children of the rich -- Fiction', 'Fishers -- Fiction', 'Fishing boats -- Fiction', 'Grand Banks of Newfoundland -- Fiction', 'Rescues -- Fiction', 'Saltwater fishing -- Fiction', 'Sea stories', 'Teenage boys -- Fiction']",178,6,519,1107,"['Fishing boats', 'Grand Banks of Newfoundland', 'Fishers', 'Children of the rich', 'Teenage boys', 'Saltwater fishing', 'Sea stories', 'Bildungsromans', 'Fiction', 'Rescues']",34,21,0.033707865168539325,0.16844903138276154,0.1234008634409699,Harvey,Dan
2228,Departmental Ditties and Barrack Room Ballads,Rudyard Kipling,1865,1936,59,['Soldiers -- Poetry'],202,58,362,951,"['Poetry', 'Soldiers']",-1,17,0.2871287128712871,0.02098855946688152,0.019288188292908744,Ye,Babu
2229,France At War,Rudyard Kipling,1865,1936,19,"['France -- Social conditions -- 20th century', 'World War, 1914-1918 -- Personal narratives, British']",22,6,28,123,"['20th century', 'France', 'World War, 1914-1918', 'Personal narratives, British', 'Social conditions']",-1,35,0.2727272727272727,0.10127723348882099,0.09784107590986613,Boche,Alan
2230,From Sea to Sea,Rudyard Kipling,1865,1936,121,"['Asia -- Description and travel', 'Kipling, Rudyard, 1865-1936 -- Travel', 'United States -- Description and travel', 'Voyages and travels']",591,140,1060,2000,"['United States', 'Voyages and travels', 'Kipling, Rudyard, 1865-1936', 'Asia', 'Travel', 'Description and travel']",39,17,0.23688663282571912,0.02509135820423425,0.017713697630506616,Sahib,Ram Baksh
2231,Indian Tales,Rudyard Kipling,1865,1936,262,"['India -- Social life and customs -- Fiction', 'Short stories, English']",517,54,1231,2267,"['Social life and customs', 'India', 'Fiction', 'Short stories, English']",50,17,0.10444874274661509,0.05919070381674378,0.028503143989597263,Mulvaney,Sahib
2232,Just So Stories,Rudyard Kipling,1865,1936,3203,"['Animals -- Fiction', ""Children\\'s stories, English"", 'Short stories']",87,18,178,696,"['Short stories', 'Animals', 'Fiction', ""Children\\'s stories, English""]",27,17,0.20689655172413793,0.07535383594330874,0.07387324150764743,Taffy,Tegumai
2233,Kim,Rudyard Kipling,1865,1936,1069,"['Adventure stories', 'Boys -- Fiction', 'India -- Fiction', 'Irish -- India -- Fiction', 'Lamas -- Fiction', 'Orphans -- Fiction', 'Spy stories']",237,8,677,1257,"['Spy stories', 'Boys', 'Adventure stories', 'Fiction', 'India', 'Lamas', 'Orphans', 'Irish']",34,21,0.03375527426160337,0.22838568308110996,0.11282644796284802,Kim,Mahbub
2234,"Kipling Stories and Poems Every Child Should Know, Book II",Rudyard Kipling,1865,1936,337,"['Poetry', 'Short stories']",152,21,318,822,"['Poetry', 'Short stories']",27,17,0.13815789473684212,0.0473713215421433,0.04504464311157053,Judy,Willie Winkie
2235,Letters of Travel (1892-1913),Rudyard Kipling,1865,1936,54,"['Kipling, Rudyard, 1865-1936 -- Correspondence', 'Voyages and travels']",153,46,198,653,"['Correspondence', 'Voyages and travels', 'Kipling, Rudyard, 1865-1936']",51,17,0.3006535947712418,0.020769579392705555,0.020231091999407827,Osman Digna,Gordon
2236,Life's Handicap,Rudyard Kipling,1865,1936,156,"['India -- History -- British occupation, 1765-1947 -- Fiction', 'India -- Social life and customs -- Fiction', 'Short stories, English']",338,46,744,1368,"['History', 'British occupation, 1765-1947', 'Short stories, English', 'Social life and customs', 'India', 'Fiction']",50,17,0.13609467455621302,0.030913109993879716,0.022810295980773877,Mulvaney,Strickland
2237,Plain Tales from the Hills,Rudyard Kipling,1865,1936,413,"['British -- India -- Fiction', 'India -- History -- British occupation, 1765-1947 -- Fiction', 'Short stories, English']",245,43,536,1011,"['History', 'British occupation, 1765-1947', 'Short stories, English', 'India', 'British', 'Fiction']",50,17,0.17551020408163265,0.03152370030889743,0.027223378064493143,Bronckhorst,Hauksbee
2238,Puck of Pook's Hill,Rudyard Kipling,1865,1936,224,"['Fantasy fiction', 'Great Britain -- History -- Fiction', 'Space and time -- Fiction']",201,17,610,1037,"['Great Britain', 'History', 'Space and time', 'Fantasy fiction', 'Fiction']",34,21,0.0845771144278607,0.0804447926798053,0.052261647518335466,Dan,Hugh
2239,Rewards and Fairies,Rudyard Kipling,1865,1936,157,"['Brothers and sisters -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Fantasy literature', 'Short stories, English']",286,36,733,1405,"['Fairies', 'Fantasy literature', 'Short stories, English', 'Brothers and sisters', 'Juvenile fiction']",18,21,0.1258741258741259,0.06971483070508755,0.04515946482273039,Dan,Una
2240,Sea Warfare,Rudyard Kipling,1865,1936,44,"['Great Britain. Royal Navy -- History -- World War, 1914-1918', 'Jutland, Battle of, 1916', 'World War, 1914-1918 -- Naval operations, British']",56,14,64,281,"['Great Britain. Royal Navy', 'Naval operations, British', 'History', 'World War, 1914-1918', 'Jutland, Battle of, 1916']",-1,17,0.25,0.051899155678136986,0.04559901726153503,Shaitan,Fritz
